,X_sentences,Y,Y_decision,Y_confidence
3391,"What I found out when I started to attend a protestant bible study in college was that I knew a lot more of the ""integrative message"" of Scripture than most of my bible memorizing protestant friends.

I may not have been able to impress myself or others with verse/verbatim.

But I was less prone to confusion when one protestant friend tried to one up another protestant friend with a proof text.

Instead I fell back on my faith and on my constant exposure to Scripture through the Holy Mass, and was able to offer a more integrative scriptural answer to one of the points of the Bible study, even though I couldn't quote chapter/verse.

Instead I would say, as an example...""doesn't it also say somewhere in the NT that we should love God with all our heart, soul, mind, and strength""?

It was only later on that I took up regular personal Scripture reading, and that too has been a huge help.  5 minutes a day.    

5 minutes a day, one can go through slowly the whole of the NT each year.",0,-4.2054200331881795,4.2054200331881795
2284,"So I take it you adhere to St. JPII's Veritatis Splendor, which as an encyclical is higher level teaching than an apostolic exhortation. Or does the Church begin and end with Francis for you?",0,-4.130556450716209,4.130556450716209
2000,"Why should they not have their own translations? In the love of Christ, when we attend Mass in a different country it would not hurt us to engage with differences, and to respect them. I have attended Mass in Austria (and speak not a word) and was able to participate. During the peace, members of the congregation kindly spoke English to us, and after the service were very inclusive. It mattered not that we did not understand Austrian - we understood the liturgy. However, I would not find it helpful to always worship in a language foreign to me and Latin is predominantly foreign to me now (although I was a more than adequate scholar in my youth). I would rather concentrate on the Mystery who is God, than the mystery which is Latin!",0,-4.121214866924559,4.121214866924559
254,"Why are rednecks such ignorant morons?  Any idiot who goes and decides to take it in their own hands, violently, will end up shot violently like the fool that they are and then really cause their family financial problems. 

I'm sorry but just because Clinton supporters don't walk around chanting her name & acting ignorant doesn't mean they don't exist, they just aren't going all loud & idiotic like trump supporters. ""Literally looking like something out of ferguson, so much for the bs ideal that white people don't riot"" 

I hope they aren't this dumb come nov 8th because I'm sorry but he's going to lose.  The truth is that the majority of trump supporters can't vote because they're felons, haven't registered and/or don't believe they should have too, or are too small a # to win an election.  Too many influential people are voting for Clinton and their followers are voting along with them. That's reality.  I'm not a fan of either of these clowns but at this rate even I'd let her win.",1,4.096148193577049,4.096148193577049
303,Typical remark from the mentally warped pathological liar.,1,3.937340304892902,3.937340304892902
2046,"In a digest of the VC2 documents I did at the time, paragraph #54 of the Constitution on the Liturgy say ""suitable place may be given to the native languages of the people, particularly for the readings, the common prayers, and those parts which pertain to the people""
and, as a bow to 'traditionalist, ""nevertheless, the faithful should also be taught to say or sing together in Latin, those parts of the Mass which pertain to them""

So, true, you can find a reerence if you look hard enough. Otherwise the Document would likely not have gotten approoved.

But the whole direction of the Constitution on Liturgy is ( #34 )""The rites should be distinguished by a noble simplicity, and should be short, clear, unencumbered by useless repetition, without requiring much explanation in order for the people to understand them""
and
#36 The use of the Latin language is to be preserved in the Latin Rite, but since the use of the mother tongue may be of great advantage its use is to be extended.",0,-3.8728089437563282,3.8728089437563282
795,"A number of years ago there was a college course, ""Organizational Behavior"" introducing how businesses have certain behavior in organizing and operating, often unique to their particular product.  We recognize this in many large corporations today, especially those that have very quickly become major world players.  Many encourage and thrive on creativity and innovative skills that reward both the company and the individuals who have greatly improved revenue.

Religious institutions over the years develop various functioning categories, and once begun, seldom if ever are eliminated, but continue with no requirements to justify their existence; some even continue the same name or title as 50 or more years ago.  Looking through the list of each conference's many departments, what are their duties and how has it made an impact or added new member?  How many members have even seen or had an interaction with any of these department leaders?  Have they made a difference?",0,-3.856300618943062,3.856300618943062
15,"Trump is definitely a worthless stain on America.
He's definitely a sick, fascist, white supremacist traitor.",1,3.850823510377886,3.850823510377886
3631,Wonder what her Christmas message sounds like. Did she record it before the cold?,0,-3.832496337113234,3.832496337113234
613,"[part two]
Will the proposed prayer reduce the percentage of each Mass when the people practice patience instead of participation?  Will it in any way build up the sense of community?  Does it help people make decisions in their buying, working, voting?  

We are  much more in need of eliminating the interruptions to the basics of the Mass: Well prepared proclamations of the Word.  Discussions of the applications of Scripture to daily life instead of to theological concepts.  Mutual support for carrying out Christianity instead of Western culture.  Then is the fellowship with a clear, uninterrupted line of take, thank, share among the community without a lot of theological commentary or historic insertions.  

Most of the Roman Rite consists of clericalist accretions upon the basic structure of an effective community experience.  The suggestions in this article are just to move the deck chairs on the Titanic instead of steering a better course.",0,-3.8111160885067514,3.8111160885067514
