,X_sentences,Y,Y_decision,Y_confidence
123,Not only an idiot but a gay hating sadistic blubbering idiot who pissed in his pants when captured and begged for his worthless life. What a role model.,1,6.358409624968884,6.358409624968884
2550,"Dude!  Ssssh!  You tryin' to upset Trumpy the Clown's banana-boat, or what?  He needs immigrants to whip-up his lynch-mob supporters!

Eh--he's still got Muslims to scapegoat.  B-b-but hey!  That's me!

Hmm...reminds me of a joke I told a Mexican coworker shortly after 911: ""Now they'll ignore you at the checkpoints and roust me instead.""",1,5.320670392093579,5.320670392093579
104,"Muslim savage,terrible",1,4.782393978051102,4.782393978051102
37,"Stupid people; how else? 

They're all a bunch of rich elitest traitors supported by the traitors Trump Chumps sent   to Congress, that's how.",1,4.705947475734744,4.705947475734744
78,"Trump is a racist and he's sure of it.
He's a white supremacist and an admitted eugenicist.
There' no doubt he knows he's a racist, he learned it at his KKK daddy's knee.
He's disgusting and anyone who supports him is disgusting.",1,4.703243754551714,4.703243754551714
87,Disgusting racist comment.,1,4.459118400474631,4.459118400474631
79,What a bunch of bloated self important idiots!!,1,4.378522257181858,4.378522257181858
157,Trump would call Dumbowski an ugly pig and a nasty woman.,1,4.369677523892896,4.369677523892896
88,"Poor poor pitiful Popo. Does everybody hate yo ugly black Ahole? Serves you right. Never never ever disrespect our American flag, our National Anthem, our cops, the Constitution, our military members, and our Law and Order. Now watch how the owners will stop renewing contracts for those who did the same thing you did. I just love how people like you fall from grace by your stupidity. Just like that other Popo who clocked his drunk wife in the elevator which just happened to have video camera. He still can't get a job either. I don't think anybody wanted to hire those two schumucks who fisted the Mexico Olympics on live camera. Trump was right, ""You're FIRED!""",1,4.347850531921452,4.347850531921452
197,Niggers are useless worldwide.  Low IQ.  Failed.  See Africa and everywhere else the live!,1,4.276443390214611,4.276443390214611
20,"psst, bud look in the mirror and read what you posted! 

Hate, insults etc the childish stupidity of a true  DB.. lets see how long before your post is taken down!",1,4.251546939955338,4.251546939955338
294,"""It is truly mind-boggling. And to try and understand the mentality of those voters who put these people in office......auwe!""

Millions of us said the same thing about the absolute failure those like you voted into office TWICE! YOU elected a unskilled, moronic racist on the pretense that he was 'black' NOT because he had ANY experience at doing anything of value. He had never even had a real job! So slamming Trump for your bogus reasons kinda makes YOU and your sad buddies look like total fools...  Surprise, surprise..",1,4.191036695170581,4.191036695170581
200,Stupid is as stupid does.,1,4.136941585931741,4.136941585931741
48,"""Get out of here with this nonsense.""

Please take your hate filled bigotry and leave America TODAY.",1,3.992300301463628,3.992300301463628
70,How dumb is the woman who married this clown and would bring up her children around this guy. She not a good mother,1,3.9381283661190634,3.9381283661190634
180,"Yeah!  'Cause Trump is reel dumb!  He cain't even read nothin' except that twitter machine.

Not like President Awesome Boyfriend.  He was the bestest president evah!  And reel smart.  I shure miss him.  Now, if them Rooskies done colluded with Trump, kin we get President Awesome Boyfriend back?  Jest cancel the election and then everthing will be OK!",1,3.9144356395103945,3.9144356395103945
182,"Trump is a White Supremacist and he only cares about his popularity, not his country. That much has been clear from day one.  I truly don't know why anyone is surprised at Trump's failure to specifically call out the violent, right wing neo nazis in Virgina who killed one and injured many more.  He just doesn't care. Further, since he represents those who voted for and continue to support him, why should he? They are all racists, bigots and haters. His base, in more ways than one.",1,3.9134906810711683,3.9134906810711683
18,"Don't count on it.  They are mostly mindless zombies chanting, Racist, Bigot, White Supremacist, Nazi, Sexist...IMPEACH! IMPEACH! IMPEACH!  They're like the coqui frogs.  Loud and irritating as hell, but harmless.",1,3.831992593110202,3.831992593110202
55,"I've found that the best way to shut up a fool is to give him the last word.  And even that is by no means certain, but I won't have to be around to listen to him.  So, here you go.",1,3.804511723721714,3.804511723721714
2259,"While I agree, what lying clown would you vote for instead?",1,3.8025200474135636,3.8025200474135636
3,Lawrence Martin's basic argument is that anyone who does not agree with him is stupid.,1,3.7259870798903214,3.7259870798903214
96,Idiot!,1,3.7116424137772506,3.7116424137772506
1392,"Trump is an admitted white supremacist and a believer in eugenics.

He's on record. 

Who pretends not to know this?",1,3.695434906556956,3.695434906556956
194,"Yeah, and you test positive for idiot. Nice try, fool.",1,3.6559810103422055,3.6559810103422055
114,"what a paid liberal piece of stupid that loser is, living in those complete lies",1,3.635263174108722,3.635263174108722
255,"And hoping for such a violent outcome for these scum makes you and those who would agree with you better than them just how, exactly?  Yes, it is a sick country, and your post is proof ...",1,3.629736796521166,3.629736796521166
155,"It seems we white people are damned if we do, damned if we don't.",1,3.579192366928868,3.579192366928868
2437,"Not every white person is a racist and not every Muslim is a jihadist. These types of attacks are appalling, but please don't start bashing people who look different that you or worship a different God, because of the actions of a few.",1,3.545310506159861,3.545310506159861
2072,"This is why ElRod Center which is a creative arts and therapy center for our youth is coming into Eugene. We are uniting artistic expression with therapeutic intervention to address behavior, emotional and social issues. Please visit www.elrodcenter.com for more information",0,-3.542225499035573,3.542225499035573
219,"A voter whore just like you, Corbeil, allow all 60 legislators to take per diem.  You choose not to hold them accountable, just like when your Republican majority gutted to Alaska Public Office Commission (APOC) from overseeing their campaign shenanigans or breaking ethics rules.  Quit your fool head lying and grow up or shut up.",1,3.519043318875674,3.519043318875674
26,"Wow, talk about drinking the koolaid.  Unite around this clown show?  The same clown who insulted John McCain for time spent in the Hanoi Hilton?  You must be kidding, or high, or mentally deranged.",1,3.503945799415067,3.503945799415067
29,Lemme see. For the bible thumping idiots... Weren't the jews the ones that had the white mans jesus murdered by the parasites and leeches that made up the Imperial Roman Empire?,1,3.5010035581481627,3.5010035581481627
175,"Typical looney bin democrat rent-a-mob.  A collection of neurotic women, homeless trans-whatevers and effete metrosexuals.  Yikes!",1,3.48236836203149,3.48236836203149
298,"PS:  This guy inflicted HORRIFIC amounts of MENTAL and PHYSICAL Pain in these girls.  The Mental Scars will last forever.

What I do enjoy is having these CRIMINALS held ACCOUNTABLE for their crimes, and if it means THEY SUFFER Mentally and Physically, so be it.  

Are you still walking around with the ""BINKY"" in your mouth?????  If so, its time to spit it out, your ""FEMININITY"" is getting eaten up by Criminals.

Read the Sign:  Held Accountable",1,3.4819396045437805,3.4819396045437805
28,"You are funny peanut head.  Everyone knows that the morons are the idiots who voted for the Donald and expected jobs to come flowing back to the US.  Or perhaps they expected whites to take over the country and put minorities back in their place.  So  peanut, how is your new job coming?  I understand you got a new job building the wall on the southern border?   lol",1,3.4701978510790004,3.4701978510790004
4355,"C'mon, you American fear-mongers!  Why are you going after the Russians again?  I thought you didn't need them anymore since you've had us Muslims to demonize!  We ""chopped-liver"" now, or what?  I was just getting used to being your ""boogie-man""!",1,3.4575125234124395,3.4575125234124395
631,What nonsense,1,3.434867462348248,3.434867462348248
261,Hillary Rotten Clinton is pure evil.,1,3.4316244374021383,3.4316244374021383
68,"""We get blamed for everything.""  No. You're being blamed for being vile white supremacists; everyone sees the disgusting racism exhibited by certain white people in Thunder Bay, the official hate crime capital of Canada.  You're being blamed for creating a culture of hate against Indigenous people. You're being blamed for creating disgusting website like ""Thunder Bay Dirty"" wherein ignorant, gross, racist white people post dehumanizing images of Indigenous people without their knowledge or consent. You're being blamed for being so hateful, so vile, so vicious and violent that your own children routinely commit drive by assaults of Indigenous people, throwing garbage, slurs, and in one case, a rusty trailer hitch at them. That woman your white son hit is now dying a slow painful death because of his savage attack on her. You're being blamed for creating a culture where Indigenous people, children, are not safe and live in fear that they'll be attacked by white people on a daily basis.",1,3.4246171935648673,3.4246171935648673
697,"Hospice was a great help to my father when he was in his final stages. He loved Rose Crumb too, so it was great to have her companys help. Blessings and thanks.",0,-3.3921639051911425,3.3921639051911425
72,"Donald Trump was, and is, a Billionaire, that makes YOU a moron.",1,3.387951599804667,3.387951599804667
793,agree. this was offensive.,1,3.378638281994785,3.378638281994785
3344,"Since ""ex cathedra"" did not exist in Eugene's day, Cantate Domino is not ex cathedra. One can also argue that since Pastor Aeternus (the Vatican I document which defined ex cathedra teaching) said that an ex cathedra teaching ""defines"" something, and Cantate Domino doesn't define anything, it isn't ex cathedra.

The current teaching, as given in Lumen Gentium, is that essentially everyone has at least the possibility of salvation.",0,-3.3731710638241807,3.3731710638241807
102,Really I was 12 when I slep with a 20 year old girls at those ages know how to pull crap over guys this is bull crap the parents and crap need to stop thinking that they r all good and nice when in fact behind there backs there freaken evil this boy shouldn't of been charged this is getting out of hand,1,3.35493419733653,3.35493419733653
2041,This sounds amazing!,0,-3.3536919973851993,3.3536919973851993
634,What's good for a laugh is anonymous posters who lack the intellectual horsepower to counter others' arguments so instead they hurl insults.,1,3.343193719641451,3.343193719641451
116,while you remind us of a paid brain washed ignorant alt left lunatic,1,3.340020292545297,3.340020292545297
1330,"Clearly racism and discrimination are still a big problem in the USA, esp. the south. With president 'small hands' Trump the fire of this hatred keeps receiving more fuel. Since these thugs  want those without 'pure' white european christian ancestry to  disappear Trump should consider how these ignorant white supremacists feel about his Jewish grandchildren. Trump definitely blew it (again) and this whole scenario in Virginia was a disgrace. Fortunately the disgust the majority of Americans and their politicians feel has been well displayed.",1,3.3300669830062044,3.3300669830062044
