,X_sentences,Y,Y_decision,Y_confidence
40,"Why the continued ""gloom and doom"" and darkness theme in so many NCR articles?  Rarely a day goes by without some author jotting out a too hastily written article on some gloom topic...darkness, pain, abuse, oppression,  disaster, shadows, crisis, angst, anguish, bad memories, did I say pain already?

It's easy to write about gloominess. 

The Christian message is one of hope, liveliness, intimacy with God, growth, positiveness, cheerfulness, beginning again, energy, beauty, goodness, reconciliation, work, solving problems for others, vitality, resiliency.

Not getting any of that in the ""naitsirhC"" message of NCR.",0,-11.269198071085938,11.269198071085938
7,"Ah.  Thought it was something substantial like, ""It can shorten my life by x amount of years"" kinda thing.",0,-7.740732766419052,7.740732766419052
33,"Document Control Book or D.C.B. I mean, sorry for error.",0,-7.09120355231188,7.09120355231188
23,Younger/Early Onset | Alzheimer's,0,-6.310395450653627,6.310395450653627
34,"Okiwi, Great Barrier Island, New Zealand. Find it on Google Earth. Sarah lived here for some time before returning to Oregon a couple of years ago. On this island there is no reticulated power. Internet in this area at that time was Satellite only. Supply boat once a week in summer, once a fortnight in winter. Satellite TV only. Sarah worked on a horticultural block here, and became respected both as a hard worker, and as a good community member. I would suggest she is better equipped to handle the ""real trials"" you are fearing than most. Maybe a retraction of some of your comments would help your credibility?",0,-6.132893645670717,6.132893645670717
35,Jesus keeps his good eye on it.,0,-5.4824667569154375,5.4824667569154375
1,I'd hate for him to be assassinated. From the grave he would tweet about his martyrdom.,0,-5.022562636927801,5.022562636927801
39,"Yes! ""A couple that knowingly ""configures"" itself to not take advantage of ALL of its capabilities is side stepping God's work.""

also, A couple that knowingly ""configures"" itself to take advantage of ALL of its capabilities is doing God's work.

And those who block people from configuring themselves for God is guilty of blocking God.",0,-4.88382589423569,4.88382589423569
18,"Let's not forget to send dear Putie a thank you gift for ""saving us on payroll"" by sending away our diplomats.  We can show our sincere appreciation by sending selections from the Ivanka collection.  Only the best!",0,-4.855173544609015,4.855173544609015
24,"Those with kids in the schools are seeing the true damage the PERS debacle is presently doing. To many it is some theoretical problem. It is ironic that those who supposedly ""helped"" kids are now the ones robbing them and their education. Enjoy the next 30 or 40 years of welfare on the backs of kids and families.  At least you are spending your welfare check in the area and not moving to Mexico to live our your life as an overseas pensioner as many of the local public employees are doing.",0,-4.788153104796642,4.788153104796642
8,"We don't have to wait 10-20 years.

Trudeau already ruined two men's lives when he dismissed two MP's from his caucus based on unsubstantiated claims from two NDP members. 

He didn't bother himself with police, prosecutors and judges. If he had his way, all allegations will be dealt with without benefit of investigations or trials.",0,-4.761682381522226,4.761682381522226
19,My deepest ALOHA to his ohana.,0,-4.761294337073419,4.761294337073419
42,"The rage is still strong in some Trump opponents, who plan to band together to ""scream helplessly at the sky"" on the one-year anniversary of the November 8th, 2016 election.  LOL!",0,4.267451033215819,4.267451033215819
3,"Why call them liberals? they aren't... A liberal would never accept gun control, or abridge a persons speech. 

Call them what they are, Socialists.",0,4.231719940829974,4.231719940829974
21,"The root of the human rights and terrorism problems is not the Quran or Islam, per se. It is the dominance of conservative Arabic culture, much of which is brutally vengeful, sexist, racist and regressive.

Will non-arab muslims ever demand major islamic reforms to unequivocally disentagle their peoples' faith from Arabic hegemony? Until then, Islam will be mistrusted by the rest of the world, and rightly so.

Christians had to do this 500 years ago, and the result was the Reformation and the flourishing of Europe.

See:
https://en.m.wikipedia.org/wiki/Reformation",0,-3.9545869038128543,3.9545869038128543
37,"The Watchtower cannot get a free pass here on all those past and current mistakes and bad policies while claiming God has anointed them and is directing them and them only, Aislin. 

Many JWs like you're doing right here try to minimize the mistakes made by the Watchtower Society, as did I for many years. At least the ones I did know about. But you just can't get away with this that easy. How many people DIED solely due to those bad medical policies which eventually had to be dropped altogether? That's how bad they were, most had to be dropped, discarded, dumped because they were just that bad. Was God behind them? Did God say No Vaccinations for 23 years and then change his mind and say vaccinations are now okay to have? All the while vaccinations were stomping out polio, smallpox and so much more. Did (((GOD))) get it wrong?",0,-3.838893270775819,3.838893270775819
